3;O;17
1;O;95
2;O;22
3;M;47
1;F;26
1;F;55
1;M;76
1;F;29
1;O;68
5;F;46
1;O;64
3;F;78
1;M;75
1;O;32
3;F;50
2;F;48
7;M;26
1;O;68
1;M;57
3;F;92
4;F;42
3;O;20
2;O;95
2;F;58
2;O;92
1;M;29
3;O;74
1;F;20
3;O;21
7;M;87
-1;F;28
1;M;47
1;F;42
1;F;70
3;M;61
2;O;86
1;O;92
2;F;64
6;M;39
1;M;58
1;M;86
1;O;65
2;F;19
2;M;38
1;F;21
1;M;29
1;F;35
1;M;55
1;O;72
1;M;22
1;F;16
3;M;59
2;F;40
2;F;94
1;M;21
1;O;88
1;O;26
1;F;94
1;M;60
2;M;64
5;M;67
1;F;71
1;O;88
3;M;34
3;O;43
3;O;71
2;M;18
1;F;37
6;O;38
2;O;80
3;M;56
2;O;16
3;F;47
1;O;21
1;M;83
6;O;28
4;M;70
2;O;87
3;O;72
1;F;29
1;O;27
2;F;78
1;M;50
3;M;46
1;O;43
1;M;74
2;O;62
3;M;60
1;M;27
1;O;76
3;M;23
6;O;69
1;F;20
2;O;48
2;F;19
1;F;82
2;F;94
2;M;93
5;F;46
2;F;65
6;F;16
1;M;63
2;F;70
2;M;87
2;M;22
1;F;83
2;O;87
5;F;54
6;M;68
3;M;68
2;M;88
3;F;91
7;O;59
2;M;86
2;M;54
2;M;27
1;O;90
2;F;17
2;O;63
2;F;62
2;O;87
1;O;79
1;M;82
2;M;43
1;O;46
1;O;56
1;O;38
1;M;21
1;O;26
1;F;29
4;M;40
1;O;21
3;F;33
1;M;51
2;F;89
2;F;25
2;F;21
2;M;50
3;O;40
3;O;77
3;F;57
2;F;46
3;M;76
3;M;25
1;O;80
1;M;37
5;O;52
3;O;59
2;M;29
2;O;42
3;F;67
2;M;85
3;F;71
3;F;48
6;O;70
2;F;41
3;F;27
1;M;57
2;F;24
2;F;51
3;F;54
2;O;65
3;F;25
5;M;39
3;O;35
4;M;86
2;F;90
6;O;93
2;O;51
3;F;59
1;F;77
1;O;89
7;F;91
1;O;29
6;M;91
3;F;79
3;O;19
2;F;68
1;F;70
3;M;54
1;F;76
3;F;61
3;F;32
1;M;75
1;O;65
1;O;54
3;O;59
3;O;40
1;O;49
6;F;59
1;O;50
3;F;70
2;O;44
2;M;32
2;O;57
1;O;33
3;F;29
2;O;64
1;O;81
2;M;74
2;F;24
3;M;21
1;M;47
3;M;66
6;F;84
1;M;23
2;O;94
1;F;52
3;F;90
1;F;41
1;O;17
3;M;35
3;F;95
2;O;66
1;O;62
1;F;38
1;F;62
2;F;41
1;F;72
2;O;81
3;O;58
1;M;85
1;O;60
1;M;68
3;M;83
2;O;51
1;O;47
1;F;89
1;F;71
1;F;87
2;F;37
1;F;57
7;O;44
4;M;40
3;M;69
1;M;95
4;M;43
6;F;38
3;M;76
2;O;50
1;M;95
1;M;47
7;M;32
3;O;92
2;F;94
3;F;82
1;M;70
2;F;31
1;F;23
3;O;66
2;M;38
2;F;74
-1;O;93
2;F;79
1;F;45
1;O;71
3;F;35
1;O;64
2;F;51
1;O;88
2;M;25
3;O;37
2;O;47
1;F;34
3;F;39
1;M;60
7;O;56
1;O;42
3;O;24
1;O;49
3;F;30
2;M;95
1;M;56
2;O;75
3;O;24
1;F;71
1;O;65
2;M;20
6;O;16
1;O;94
2;O;83
2;O;72
1;M;92
2;O;75
1;F;66
1;O;17
2;F;46
1;O;53
2;F;20
5;F;49
1;F;46
5;M;85
3;M;76
7;O;81
1;M;39
2;M;29
3;O;65
3;O;90
3;F;64
2;F;25
1;O;51
7;O;17
1;F;92
6;F;36
2;M;31
1;F;87
5;F;68
1;M;45
1;O;80
1;O;64
3;O;83
1;M;42
1;F;73
3;F;83
1;F;35
2;M;62
2;O;81
3;O;36
1;O;86
3;F;39
6;M;63
1;F;30
3;O;72
1;F;74
1;F;70
3;M;84
1;O;52
1;O;17
2;M;34
2;F;41
2;F;52
1;O;85
3;F;84
3;O;77
2;O;45
2;O;56
1;M;43
2;F;74
1;F;58
1;M;70
1;O;51
3;F;47
1;M;24
7;O;45
3;M;35
2;M;76
1;M;66
2;O;57
1;O;50
1;O;63
4;F;30
1;O;36
2;F;74
1;O;46
1;O;72
1;M;45
1;M;64
2;O;85
3;F;30
1;M;40
2;O;82
1;F;49
2;F;92
3;F;70
1;F;51
2;O;93
1;F;90
1;M;69
1;M;35
1;O;60
1;F;18
1;O;74
2;M;83
1;F;24
1;O;54
6;F;93
5;M;88
1;F;26
1;M;18
3;M;54
7;O;77
1;M;42
1;F;62
2;F;54
1;F;62
2;F;41
2;F;39
2;F;71
1;F;18
6;M;44
7;F;78
2;O;40
2;M;42
3;F;90
6;O;50
3;O;51
1;F;40
3;F;89
1;O;74
3;O;81
3;F;81
1;M;54
1;F;85
5;F;65
2;M;70
1;F;67
4;M;70
1;M;19
1;M;95
3;F;37
1;M;26
6;M;27
2;M;42
3;M;62
1;F;61
6;O;19
1;M;19
1;O;55
1;O;44
2;F;16
3;O;21
1;M;65
3;M;28
3;F;74
3;O;80
3;M;93
1;O;75
3;O;38
6;F;43
1;F;58
1;M;38
2;F;54
3;F;60
2;F;31
1;O;59
2;O;82
3;M;86
1;F;73
3;O;31
3;O;23
3;M;82
7;M;38
2;O;84
1;O;64
2;M;17
3;F;18
5;F;35
1;F;52
2;F;34
3;M;65
3;M;80
1;M;48
2;F;31
2;M;61
2;F;79
1;F;86
3;O;45
1;M;50
1;F;18
3;O;85
4;F;68
3;O;39
3;M;85
1;F;26
2;M;44
1;O;79
2;F;91
4;O;54
1;O;25
2;M;17
3;F;58
2;M;81
1;F;88
1;M;84
3;O;69
2;O;63
3;F;59
6;F;30
7;M;25
5;F;49
3;F;81
1;M;78
3;F;59
1;F;95
3;M;26
7;F;55
3;F;80
1;F;19
0;M;90
2;F;79
2;M;93
1;M;25
1;O;28
1;O;73
1;O;16
2;F;37
3;M;41
2;F;47
3;O;62
3;O;69
1;F;57
1;F;83
1;O;63
3;F;56
1;M;89
1;F;23
3;F;71
2;O;62
3;M;46
1;M;74
1;F;55
1;F;66
1;M;90
2;F;70
5;F;20
3;O;52
6;O;92
1;F;55
1;M;70
2;O;59
3;F;77
1;F;30
2;F;84
2;F;42
2;F;73
2;O;86
1;O;62
1;M;33
2;M;43
2;M;86
1;M;76
6;F;71
1;O;28
1;M;87
1;F;37
1;M;54
2;O;61
7;F;71
1;F;18
1;M;55
3;M;67
1;O;79
1;F;36
3;M;62
3;M;83
1;O;33
3;M;52
1;M;24
2;M;47
1;F;22
1;F;90
1;F;68
1;F;64
3;O;54
5;M;16
1;M;80
1;O;68
1;O;24
3;M;56
3;F;85
2;O;42
2;O;28
0;F;75
3;O;20
3;O;92
1;F;54
2;F;37
2;M;65
3;O;29
2;M;45
3;F;93
2;F;48
1;M;67
2;O;84
3;O;25
1;F;79
1;M;38
2;M;56
3;F;66
1;O;51
2;F;74
1;M;91
2;M;36
3;O;39
2;M;58
4;M;16
1;M;89
1;F;82
1;O;22
3;F;87
2;O;38
2;F;56
2;O;62
1;O;58
1;O;70
3;M;19
2;M;16
1;M;71
1;F;38
4;M;34
1;M;79
1;F;64
2;O;49
2;M;18
1;O;52
1;F;66
2;O;78
3;F;43
2;M;58
1;O;67
2;O;23
1;O;93
1;O;37
3;O;62
2;O;59
1;M;92
1;O;82
2;M;18
3;M;38
1;F;57
1;M;37
1;M;73
2;M;95
1;M;35
2;F;32
3;F;70
1;O;67
3;M;93
1;M;80
1;O;67
1;O;81
1;F;33
3;M;28
3;F;25
1;F;22
1;F;36
6;F;16
1;M;16
2;F;73
2;O;43
1;O;55
2;O;24
3;M;90
2;F;46
2;O;39
3;O;88
6;O;39
3;F;75
1;O;66
1;O;71
1;F;16
3;O;94
6;M;59
2;F;88
1;M;44
3;F;30
1;M;22
0;O;91
6;M;75
1;M;42
2;O;19
3;M;33
2;M;61
1;O;69
3;F;44
1;O;47
1;O;35
3;O;16
1;O;94
2;F;22
3;O;21
2;M;87
1;F;68
1;O;17
3;M;68
7;F;45
1;F;42
3;F;32
1;M;49
2;O;91
1;F;49
1;F;52
2;F;94
1;O;86
3;O;31
2;M;43
1;O;84
1;F;64
3;F;41
2;M;62
3;O;37
6;O;66
2;F;83
1;O;41
1;M;35
4;F;88
2;F;88
3;O;58
2;O;48
3;O;76
3;M;85
2;O;44
2;F;24
5;O;22
2;F;75
3;M;69
2;M;28
3;F;52
2;F;69
4;M;78
1;M;65
1;F;86
1;O;39
2;M;83
3;M;89
5;F;76
2;F;24
1;M;27
3;F;64
2;M;51
1;M;66
1;F;41
2;F;73
2;M;29
3;O;55
3;O;35
1;M;59
1;M;48
2;F;86
1;M;18
3;M;70
3;F;65
1;M;95
1;F;91
2;O;43
1;F;82
5;F;19
3;F;77
2;O;27
1;F;89
1;O;48
1;F;43
-1;M;30
5;F;50
3;M;44
2;F;59
2;M;40
3;F;39
1;F;48
3;F;79
3;M;55
1;F;61
2;M;87
2;F;51
2;O;81
2;F;66
1;F;23
3;O;56
1;O;44
3;O;38
1;M;32
3;O;48
1;O;93
3;O;55
2;O;83
3;F;74
1;O;85
2;M;17
2;M;84
1;O;31
3;O;25
2;F;69
2;F;51
3;F;62
3;F;65
6;O;40
1;O;88
4;M;52
2;O;20
2;M;78
2;F;78
3;O;95
3;M;18
2;O;71
1;F;66
3;M;20
1;M;35
3;M;59
1;M;76
1;M;79
1;M;78
2;F;82
3;M;60
3;O;43
2;M;28
3;F;70
3;F;89
3;O;65
3;M;63
1;F;60
1;M;86
1;O;85
2;M;93
2;F;95
1;F;23
5;M;31
3;F;18
2;O;95
2;O;19
7;M;71
1;F;85
1;M;74
1;M;26
1;M;52
2;O;73
3;O;57
1;M;41
3;O;53
3;M;71
2;M;30
2;M;92
1;M;16
3;O;26
2;F;91
3;M;20
3;M;75
3;O;92
1;M;22
1;O;41
4;F;73
3;M;80
3;F;75
2;O;34
2;F;71
1;O;48
3;M;65
1;M;82
3;F;54
1;F;88
1;M;17
2;F;21
1;F;27
5;M;34
3;O;51
3;M;28
1;O;52
2;F;51
2;O;27
1;M;86
1;O;77
2;O;22
1;O;52
1;M;16
1;O;20
3;O;72
2;O;91
1;M;31
1;M;57
1;M;37
3;F;46
2;O;27
4;F;41
6;O;49
1;F;70
1;M;30
1;O;75
3;O;89
1;M;65
3;M;45
1;O;60
2;O;59
3;F;52
3;O;87
3;F;88
3;M;67
2;F;49
1;O;76
3;O;42
3;F;41
1;M;37
2;F;64
2;M;69
1;O;56
3;F;85
2;F;48
3;M;66
2;M;31
1;O;56
5;M;52
1;F;76
3;O;93
2;F;71
1;M;55
1;F;89
3;F;25
3;M;36
2;O;83
2;O;75
3;O;49
3;O;40
2;M;48
2;F;72
1;M;84
7;F;66
3;M;79
3;M;87
2;F;82
2;O;60
1;O;82
2;F;43
2;O;82
3;F;30
5;F;47
1;O;83
1;O;84
2;F;88
1;M;69
1;F;50
1;M;40
1;O;43
1;O;93
1;F;44
3;M;47
3;M;89
1;F;21
6;M;18
1;O;81
2;F;46
3;M;73
2;F;31
3;M;79
3;M;62
2;O;36
1;M;83
1;M;59
2;F;49
1;O;70
2;F;47
1;F;20
1;O;91
2;M;54
2;O;81
1;M;87
3;M;31
2;F;26
1;F;81
2;O;82
1;F;86
3;O;85
2;F;93
3;F;75
1;F;28
3;F;33
2;M;33
0;M;81
2;F;44
1;F;29
2;F;75
1;F;49
2;F;44
1;F;41
7;M;93
5;O;44
1;O;91
3;F;79
1;M;83
0;F;71
4;F;73
1;F;69
2;M;24
1;M;68
2;M;87
2;M;65
1;F;19
1;O;95
3;O;16
1;O;91
2;O;39
2;M;76
7;M;56
1;F;90
2;F;42
3;M;31
1;F;51
1;O;72
3;F;84
3;F;28
2;F;24
2;F;23
2;F;76
2;M;64
3;O;54
1;O;73
1;M;47
3;F;32
1;O;55
1;F;75
2;M;34
3;M;17
3;M;68
1;F;18
1;O;42
2;M;56
1;M;72
2;M;41
2;O;25
2;O;83
1;O;89
7;M;73
3;F;75
7;F;39
1;F;84
2;M;26
2;F;81
3;F;76
3;F;24
4;O;74
3;F;29
2;F;87
1;F;36
1;O;28
2;F;78
3;F;87
1;M;84
2;O;35
2;M;77
3;F;50
4;M;89
2;M;62
1;O;24
1;O;48
2;F;88
5;O;23
3;M;46
3;F;88
3;O;70
2;M;71
1;F;92
1;O;74
1;M;50
3;O;60
3;F;55
2;M;94
1;O;66
2;M;31
6;M;26
3;F;27
2;O;82
5;M;95
5;O;18
1;O;27
2;M;57
2;M;66
1;M;71
3;O;61
1;M;78
1;F;93
1;M;93
1;F;74
2;F;74
1;O;34
1;O;60
3;M;77
1;F;79
3;F;74
2;F;43
1;O;29
2;O;25
1;M;20
2;O;67
3;M;45
3;F;66
2;F;61
1;F;50
1;F;39
1;O;44
3;O;79
3;O;94
1;M;84
1;F;74
1;M;31
2;O;77
2;F;63
2;O;79
1;O;67
3;F;34
1;M;91
1;O;27
1;M;49
3;O;41
6;M;50
1;F;66
7;M;78
3;O;38
3;F;63
2;O;63
2;O;37
2;O;42
3;F;31
1;M;88
3;O;38
6;O;86
2;F;36
1;M;67
4;M;50
1;O;69
1;M;74
1;F;89
2;M;68
3;F;52
2;F;78
3;O;40
2;F;34
1;O;85
1;F;44
3;M;62
-1;O;21
2;O;84
2;F;56
1;M;68
1;M;54
1;O;72
3;O;95
1;O;41
1;M;74
1;O;62
2;M;95
2;O;17
2;F;79
3;F;50
2;M;37
3;M;93
2;O;55
2;M;46
1;M;38
1;M;43
3;F;36
1;O;71
2;O;16
3;O;16
1;M;69
3;M;53
1;F;34
1;F;52
1;M;81
1;O;18
2;O;89
3;F;46
2;M;50
2;M;39
2;F;61
1;O;65
3;F;52
2;F;35
1;F;28
1;O;39
2;O;77
2;M;76
3;M;69
1;F;92
1;M;63
7;O;91
3;F;72
3;M;30
1;F;29
3;M;50
7;M;60
1;M;19
1;M;59
2;O;64
2;M;17
1;M;42
1;M;74
3;O;56
3;M;55
3;O;69
3;F;50
3;F;29
3;O;31
3;M;87
3;O;80
2;M;82
1;F;82
2;M;74
2;M;50
2;F;33
1;O;31
1;M;19
2;M;81
1;O;25
6;O;72
2;M;90
3;O;95
3;O;61
1;F;95
7;O;52
3;F;82
1;F;90
2;M;77
1;F;50
1;M;48
1;F;40
2;M;52
1;O;31
3;M;75
5;M;37
3;M;86
5;F;21
2;M;46
3;O;61
1;O;70
3;M;48
5;M;89
2;M;29
3;O;94
1;F;23
2;M;58
2;F;90
2;F;32
2;O;39
1;F;45
3;M;45
1;O;81
3;F;17
1;M;38
1;M;65
2;M;35
1;F;86
3;O;45
3;O;31
3;F;34
1;O;50
3;O;73
3;F;88
2;O;82
2;M;54
3;O;64
1;F;84
2;F;87
2;F;26
2;M;46
2;M;59
1;O;53
1;F;82
3;O;36
1;M;33
5;O;73
2;M;95
1;F;35
3;O;22
1;O;40
3;M;25
3;M;89
3;F;46
2;O;71
2;M;90
1;O;44
3;M;62
2;M;59
3;O;78
4;F;69
2;O;72
1;O;66
2;M;41
2;O;48
-1;O;87
2;M;34
5;F;73
2;O;49
1;M;94
2;O;17
2;O;61
1;F;40
2;F;45
3;M;37
3;O;69
3;M;25
1;F;21
1;O;93
3;O;43
3;M;21
3;O;94
3;F;95
2;F;18
2;F;46
3;O;38
1;F;51
2;F;93
1;O;25
2;F;60
2;F;32
3;F;82
6;F;36
2;M;77
3;M;70
2;M;16
2;O;91
1;M;62
3;O;29
2;M;30
1;O;70
5;M;58
3;O;45
2;F;86
4;F;86
1;F;45
2;F;45
5;F;17
2;F;80
1;F;18
1;O;31
1;M;35
1;O;56
3;F;73
1;O;28
1;O;73
2;F;66
2;F;44
3;F;28
3;F;18
2;O;69
4;O;36
3;M;26
1;F;91
1;M;33
1;F;70
3;M;70
7;F;47
2;M;36
2;O;52
1;F;42
2;M;94
5;F;23
1;M;80
3;M;66
1;F;77
1;O;63
2;O;35
2;F;70
1;O;61
1;M;17
3;O;30
3;F;74
3;O;31
2;F;84
2;O;16
7;F;23
3;O;24
2;F;46
2;M;25
2;O;75
1;M;33
4;M;88
2;M;29
3;F;16
3;F;33
7;O;52
1;M;44
1;F;73
1;M;94
2;M;17
3;F;65
3;M;34
3;M;65
3;F;29
2;O;73
3;M;40
2;O;41
1;M;26
3;M;37
6;F;23
2;F;35
2;O;36
3;F;83
3;M;51
2;F;23
2;F;82
3;O;25
1;F;26
3;M;21
5;M;74
3;M;20
2;F;24
2;O;17
3;F;91
3;F;79
3;F;26
2;M;44
1;O;37
1;M;22
3;F;72
3;O;21
1;F;28
3;M;77
1;O;93
2;F;95
1;O;46
1;O;92
1;O;57
1;O;51
1;O;33
6;M;61
3;O;73
1;O;89
3;O;81
3;O;25
2;O;85
1;M;66
2;M;56
1;M;62
2;O;91
2;O;25
1;F;95
1;F;21
1;M;26
3;F;43
2;O;52
2;M;51
3;M;50
3;M;52
3;F;76
1;M;61
1;M;42
2;O;43
1;F;44
1;O;49
2;F;66
1;M;32
3;O;19
3;O;49
1;F;43
4;M;19
3;O;43
1;M;51
2;O;35
3;F;72
2;O;64
1;M;70
2;O;38
3;O;90
3;O;79
1;F;55
6;F;18
1;O;92
2;M;83
3;O;52
2;M;90
1;F;55
2;O;60
3;M;80
2;F;93
2;O;16
1;F;34
3;O;72
3;O;40
1;O;73
1;O;41
1;M;84
2;O;90
2;O;59
3;O;85
2;M;81
2;O;54
2;O;65
1;M;48
1;M;61
5;F;78
1;M;24
1;O;73
3;F;36
2;F;30
1;O;53
1;M;48
1;O;26
1;M;56
2;O;70
1;F;79
5;F;42
1;O;31
2;O;93
2;F;92
1;F;62
1;F;38
2;F;41
3;M;77
3;F;63
2;M;41
3;F;71
3;M;75
2;F;94
0;F;76
2;O;25
3;O;90
1;M;83
2;F;51
2;F;53
1;F;72
1;F;21
1;F;34
1;M;64
1;F;36
1;O;42
1;F;23
2;M;44
0;O;81
1;O;65
2;F;84
3;O;47
3;O;44
3;O;46
1;F;66
3;M;69
2;O;90
2;O;85
1;F;67
1;F;24
2;F;86
1;F;26
1;M;86
5;O;45
1;F;90
1;M;40
-1;F;17
3;F;18
3;F;76
2;F;47
3;M;90
3;O;23
3;O;43
2;F;66
2;O;54
1;M;58
2;F;26
2;M;17
1;F;38
3;F;86
1;O;92
1;O;84
3;O;48
3;O;46
1;M;49
3;F;56
3;O;58
1;F;22
1;O;80
2;O;46
2;O;44
2;O;18
3;F;38
1;O;50
3;F;55
2;F;51
1;M;30
1;M;89
2;F;64
3;O;30
3;O;33
7;M;61
1;F;18
1;M;30
3;F;49
3;M;93
2;O;19
0;O;76
1;F;17
1;F;64
2;O;70
1;F;29
3;F;71
3;O;57
2;F;49
1;M;76
2;M;53
1;O;17
2;F;48
6;M;41
3;F;52
2;F;32
1;M;26
3;O;82
3;F;19
1;F;78
1;F;19
3;F;32
2;F;47
5;M;41
3;M;34
7;F;37
4;M;83
1;O;22
1;O;83
1;F;83
2;F;82
1;F;29
1;F;48
2;M;95
3;M;34
3;F;47
2;M;92
1;M;87
1;F;28
2;O;74
2;O;65
1;F;33
1;F;50
6;O;80
3;M;59
3;O;38
7;O;32
3;O;20
3;F;21
1;M;95
1;M;54
1;M;86
1;F;18
1;M;29
3;M;53
3;F;32
3;F;94
7;O;62
3;F;25
2;O;33
3;M;23
1;M;94
1;M;38
5;M;74
2;M;86
1;M;43
1;M;86
1;M;38
3;O;83
2;M;94
6;O;82
4;M;94
1;F;24
1;O;21
1;F;95
3;F;61
2;M;52
1;F;21
2;M;59
1;O;17
1;M;84
1;M;16
2;M;24
1;O;83
7;O;45
3;M;51
2;M;88
3;F;87
3;F;61
1;F;82
1;F;75
3;M;55
2;F;83
1;F;23
2;O;37
2;M;92
1;O;77
3;O;40
3;M;36
3;F;94
1;M;81
2;M;88
6;F;48
3;M;46
5;O;93
2;F;32
4;O;20
1;M;81
1;O;51
1;O;78
3;O;61
2;M;95
2;M;80
1;F;46
1;M;16
1;O;44
1;M;92
3;F;55
1;M;65
2;O;69
1;O;55
2;M;25
3;M;16
3;M;79
2;M;34
1;M;69
2;O;56
1;F;76
3;M;28
3;O;29
1;M;35
1;O;30
3;M;94
3;O;61
3;M;48
2;F;81
5;M;73
1;M;73
1;F;56
2;O;19
1;O;47
1;O;56
3;O;29
1;F;38
2;F;48
7;M;17
1;F;37
1;M;73
2;O;38
3;F;68
3;F;70
1;O;83
2;M;19
1;O;59
2;F;18
1;O;17
2;M;58
1;M;50
4;M;21
1;M;33
2;M;27
3;M;52
1;F;61
2;M;47
1;O;35
1;M;55
2;F;73
1;F;79
1;F;68
7;F;74
1;F;37
1;O;43
3;O;33
7;F;45
2;M;53
1;F;47
1;M;45
1;O;33
1;O;65
1;M;35
1;M;84
3;O;81
1;F;81
1;O;24
3;F;42
2;M;64
1;M;72
1;O;53
2;F;67
1;M;52
3;F;85
1;M;19
2;O;83
3;O;51
1;O;41
1;F;71
1;O;88
1;M;28
1;F;83
1;M;48
7;F;37
1;F;41
1;M;82
2;F;66
1;M;16
1;M;19
7;M;28
2;M;81
3;O;94
2;F;85
1;M;27
3;O;48
1;F;30
1;O;21
4;M;56
1;F;60
3;M;51
2;O;31
3;M;91
1;O;68
3;F;54
3;M;52
1;O;49
1;O;59
2;F;76
1;F;35
3;M;46
2;O;49
1;M;68
2;M;70
1;M;86
2;M;93
2;M;20
3;O;95
3;O;40
2;O;47
2;F;85
2;F;83
1;O;90
2;O;20
2;M;60
3;F;54
1;O;59
7;M;59
0;F;27
1;O;41
2;F;21
2;M;23
3;O;71
1;F;34
1;O;17
2;F;85
3;F;27
1;O;26
6;O;48
1;M;48
2;F;61
2;O;75
2;F;38
3;M;66
3;M;48
1;M;59
1;O;90
2;F;61
3;F;91
1;O;67
3;M;77
3;O;26
2;O;39
1;M;37
2;M;56
2;O;33
3;O;47
1;F;45
1;F;73
1;O;89
2;M;83
1;M;85
2;M;30
2;O;50
4;O;62
2;F;79
2;F;35
1;F;48
3;F;41
2;O;78
1;M;89
3;F;58
1;M;79
2;M;21
2;F;56
1;O;68
3;O;19
1;O;84
1;F;55
4;M;25
2;O;79
1;O;47
2;O;74
3;M;75
2;O;95
1;O;64
1;O;60
1;F;31
2;O;30
2;M;80
2;M;93
1;F;52
3;O;31
3;M;49
3;M;29
3;F;20
3;F;79
2;F;79
1;F;25
5;M;94
1;O;57
1;O;87
3;F;22
1;O;18
3;M;89
2;O;23
1;F;76
3;M;30
1;M;70
1;F;72
1;M;54
2;M;55
2;M;74
3;F;41
2;O;55
1;M;75
1;M;21
2;M;78
2;F;95
3;F;22
2;O;81
1;M;55
6;F;31
1;M;83
1;O;23
3;M;20
3;O;41
2;F;37
2;F;34
3;M;25
3;M;59
2;O;70
3;O;34
3;O;62
2;O;30
2;O;31
1;F;36
1;F;27
1;F;74
2;M;88
2;M;81
2;F;33
1;F;93
3;O;33
3;M;36
1;O;74
1;F;29
3;M;17
2;O;16
6;F;85
1;F;41
1;M;31
2;F;34
7;F;28
2;F;71
1;O;95
5;M;34
3;M;24
2;M;25
1;O;30
3;M;80
1;F;23
1;F;50
3;O;64
2;M;45
7;M;60
6;M;40
1;M;25
2;F;40
2;M;55
1;M;91
2;F;42
2;F;43
5;F;69
1;O;37
2;O;95
6;F;21
1;F;26
7;M;66
1;O;54
1;O;57
3;F;78
3;F;67
1;O;65
1;M;54
1;F;37
2;F;93
3;F;94
1;O;57
2;F;51
1;F;87
1;M;86
7;M;33
2;O;31
6;O;20
3;F;21
1;F;65
1;O;54
1;M;62
1;F;73
3;O;92
1;F;19
1;F;37
1;O;77
3;M;92
1;M;77
4;F;71
5;F;39
1;O;52
1;F;81
7;M;31
3;F;48
2;O;71
3;M;17
7;F;35
3;F;36
2;M;88
2;F;60
1;O;73
3;M;42
1;F;83
1;M;62
1;F;74
2;M;21
2;F;44
3;F;43
3;O;75
6;F;28
1;O;87
5;F;39
1;O;71
6;F;86
2;O;73
2;F;41
2;F;49
2;F;41
2;F;93
1;M;49
1;O;73
3;M;19
1;M;73
3;O;23
2;O;29
2;O;42
3;M;67
7;O;69
2;O;50
3;M;49
5;F;62
2;O;87
2;O;35
3;M;27
3;O;57
1;O;17
2;O;90
3;F;84
1;O;42
1;F;81
1;F;45
3;O;93
3;M;39
1;O;22
1;O;27
3;F;24
2;M;54
2;F;48
2;M;39
2;O;20
2;O;54
3;M;73
3;M;21
2;M;91
3;M;45
3;O;67
1;O;19
2;F;57
3;F;84
2;M;36
5;O;41
2;O;30
2;O;64
3;M;79
1;F;52
3;O;72
2;O;83
2;O;68
3;M;47
3;M;74
2;M;34
1;O;89
3;M;84
1;O;80
2;M;56
3;M;90
3;F;66
2;M;23
3;F;76
2;O;31
2;O;80
2;F;56
2;M;62
1;O;44
3;M;49
1;M;85
2;M;56
3;F;30
1;M;72
1;F;39
7;O;35
1;O;84
1;F;95
2;M;38
3;F;39
2;F;59
1;F;34
2;O;25
1;O;40
1;M;30
1;M;49
1;O;79
1;O;93
3;O;93
3;O;71
3;O;78
2;O;83
2;M;92
1;O;21
1;O;92
1;O;50
3;M;79
1;F;82
1;O;44
1;M;30
